Address,Latitude,Longitude,Neighborhood
"Binnenalster, Lombardsbrücke, Neustadt, Hamburg, 20354, Deutschland",53.554805599999995,9.995269357450173,Neustadt
"Kennedybrücke, St. Georg, Hamburg, 20099, Deutschland",53.55727354376738,10.001193665712512,St. Georg
"5, Koppel, St. Georg, Hamburg, 20099, Deutschland",53.557228699999996,10.008793080555314,St. Georg
"Stadtteilschule Hamburg-Mitte, Standort Lohmühle, 30, Bülaustraße, St. Georg, Hamburg, 20099, Deutschland",53.5580149,10.016047472922331,St. Georg
"Staatliche Handelsschule Am Lämmermarkt H2, 2, Wallstraße, Hohenfelde, Hamburg-Nord, Hamburg, 22087, Deutschland",53.557756499999996,10.023327867740859,Hamburg-Nord
"Sankt-Ansgar-Schule, 33, Bürgerweide, Hamburg-Mitte, Borgfelde, Hamburg, 20535, Deutschland",53.55781055,10.031340482681184,Borgfelde
"49, Burgstraße, Borgfelde, Hamburg-Mitte, Hamburg, 20535, Deutschland",53.5586388,10.0388024,Hamburg-Mitte
"Christuskirche Hamm, 59, Carl-Petersen-Straße, Hamburg-Mitte, Hamm, Hamburg, 20535, Deutschland",53.558657499999995,10.046402663888887,Hamm
"SV St. Georg, Moorende, Hamburg-Mitte, Hamm, Hamburg, 20535, Deutschland",53.558616549999996,10.053554582786656,Hamm
"26, Fahrenkamp, Hamm, Hamburg-Mitte, Hamburg, 20535, Deutschland",53.55959455,10.061199942441132,Hamburg-Mitte
"Hammer Straße, Marienthal, Wandsbek, Hamburg, 22111, Deutschland",53.55969000184882,10.068926945186055,Wandsbek
"Grundschule Horn, 61, Rhiemsweg, Hamburg-Mitte, Horn, Hamburg, 22111, Deutschland",53.559497750000006,10.074672481736034,Horn
"Edeka, 81C, Harkortstraße, Altona-Nord, Altona, Hamburg, 22765, Deutschland",53.55807555,9.93702655256827,Altona
"Viktoria-Kaserne, Zeiseweg, Altona-Nord, Altona, Hamburg, 22765, Deutschland",53.5584723,9.944598101498045,Altona
"184c, Max-Brauer-Allee, Altona-Altstadt, Altona, Hamburg, 22765, Deutschland",53.55914245,9.95200275180001,Altona
"Adolphpassage, Karolinenviertel, St. Pauli, Altona, Hamburg, 22767, Deutschland",53.55914262155351,9.959344308764305,Altona
"51, Sternstraße, Sternschanze, Altona, Hamburg, 20357, Deutschland",53.5595156,9.966761096635544,Altona
"29 - 4, Karolinenstraße, Karolinenviertel, St. Pauli, Hamburg-Mitte, Hamburg, 20357, Deutschland",53.55985255,9.974355077012707,Hamburg-Mitte
"Planten un Blomen, Mathildenstraße, Karolinenviertel, Hamburg-Mitte, St. Pauli, Hamburg, 20357, Deutschland",53.5619728,9.981362672930555,St. Pauli
"Dag-Hammarskjöld-Brücke, Marseiller Straße, Neustadt, Hamburg, 20354, Deutschland",53.55988095,9.989519856244417,Neustadt
"Der Hamburger und Germania Ruder Club, 21, Alsterufer, Rotherbaum, Eimsbüttel, Hamburg, 20354, Deutschland",53.56081985,9.997393627503651,Eimsbüttel
"barca, 67a, An der Alster, St. Georg, Hamburg, 20099, Deutschland",53.5585423,10.005513867930024,St. Georg
"Kajüte, 10a, An der Alster, St. Georg, Hamburg, 20099, Deutschland",53.5610587,10.0125105,St. Georg
"27, Ekhofstraße, Hohenfelde, Hamburg-Nord, Hamburg, 22087, Deutschland",53.5617374,10.0197668,Hamburg-Nord
"10, Richardallee, Hohenfelde, Hamburg-Nord, Hamburg, 22087, Deutschland",53.561292,10.0265716,Hamburg-Nord
"Wohnunterkunft Freiligrathstraße, 1, Freiligrathstraße, Hohenfelde, Hamburg-Nord, Hamburg, 22087, Deutschland",53.56232025,10.034343138350778,Hamburg-Nord
"58, Hirschgraben, Auenviertel, Eilbek, Wandsbek, Hamburg, 22089, Deutschland",53.56246415,10.042691112033555,Wandsbek
"88a, Marienthaler Straße, Hamburg-Mitte, Hamm, Hamburg, 20535, Deutschland",53.5628484,10.0496878,Hamm
"62, Griesstraße, Hamm, Hamburg-Mitte, Hamburg, 20535, Deutschland",53.5631066,10.057191,Hamburg-Mitte
"Hamburg-Horn, Quellenweg, Hamburg-Mitte, Hamm, Hamburg, 20535, Deutschland",53.5630187,10.0644489,Hamm
"10, Am Husarendenkmal, Marienthal, Wandsbek, Hamburg, 22043, Deutschland",53.563610100000005,10.072087499999999,Wandsbek
"7, Nöpps, Marienthal, Wandsbek, Hamburg, 22043, Deutschland",53.56374785,10.079906070354028,Wandsbek
"1a, Eduard-Duckesz-Straße, Altona-Nord, Altona, Hamburg, 22765, Deutschland",53.5622373,9.939903050102043,Altona
"English Books and British Foods, 169, Stresemannstraße, Altona-Nord, Altona, Hamburg, 22769, Deutschland",53.5626885,9.947548,Altona
"32, Oelkersallee, Altona-Nord, Altona, Hamburg, 22769, Deutschland",53.562910849999994,9.955128437422353,Altona
"20, Rosenhofstraße, Sternschanze, Altona, Hamburg, 20357, Deutschland",53.56314625,9.96216346104072,Altona
"3, Sternschanze, Altona, Hamburg, 20357, Deutschland",53.563888399999996,9.969822950000001,Altona
"Ungegenständlich, Tiergartenstraße, Karolinenviertel, St. Pauli, Hamburg, 20355, Deutschland",53.5634828,9.9782978,St. Pauli
"3, Von-Melle-Park, Rotherbaum, Eimsbüttel, Hamburg, 20146, Deutschland",53.564279850000005,9.985432309847264,Eimsbüttel
